Date,NEE_VUT_REF,LE_CORR,GPP_DT_VUT_REF,RECO_DT_VUT_REF,H_CORR,TA_F,CO2_F_MDS,SW_IN_F,RH,WS_F,B,short_up_Avg,WUE
2004-04-08 13:00:00,3.65234,293.1685,0.0,3.083215,236.211,14.1985,376.8825,785.2090000000001,29.25,3.1464999999999996,0.8088586081266557,785.2090000000001,0.0
2004-04-08 14:00:00,2.5176999999999996,289.95000000000005,0.0,3.268695,244.416,15.024000000000001,377.53549999999996,705.2090000000001,27.875,3.2009999999999996,0.8431266557370886,705.2090000000001,0.0
2004-04-08 15:00:00,2.275195,250.89550000000003,0.0,3.43837,228.749,15.768999999999998,376.1035,570.4865,26.475,2.536,0.9112476266973933,570.4865,0.0
2004-04-08 16:00:00,1.7033399999999999,167.737,0.0,3.5395000000000003,158.11700000000002,16.206,375.515,402.57,26.174999999999997,2.708,0.9419727004525941,402.57,0.0
2004-04-09 10:00:00,2.747195,72.02985,0.0,2.685735,35.237005,9.611999999999998,385.1655,247.93099999999998,38.375,4.888,0.44102471842938984,299.167,0.0
2004-04-09 11:00:00,1.0369700000000002,101.8472,0.0,2.949615,114.84935,11.4275,384.33799999999997,277.29200000000003,33.7,6.221,1.1222785111734743,277.29200000000003,0.0
2004-04-09 12:00:00,0.9976735000000001,86.4893,0.0,3.11631,75.18459999999999,12.5195,382.707,228.1255,32.875,5.887499999999999,0.8658064849217718,228.1255,0.0
2004-04-09 13:00:00,1.313879,108.77365,0.0,3.16357,60.8969,12.7485,381.52750000000003,299.79200000000003,32.55,5.9885,0.5867740445221643,299.79200000000003,0.0
2004-04-09 14:00:00,1.348741,88.82345000000001,0.0,3.20824,101.32745,12.967500000000001,379.77250000000004,272.2915,35.175,7.165,1.1368043016309424,272.2915,0.0
2004-04-10 09:00:00,5.64631,72.3116,0.0,2.99362,77.41375,7.1555,375.5305,196.34050000000002,60.525,7.358499999999999,1.0759712867389588,207.5,0.0
2004-04-10 10:00:00,5.810715,79.77165,0.0,3.0374800000000004,93.035,7.284,374.99649999999997,253.542,58.575,7.015000000000001,1.1683531631758788,253.542,0.0
2004-04-10 11:00:00,3.9845049999999995,70.04974999999999,0.0,3.0786300000000004,100.60835,7.388,374.5085,306.806,53.275000000000006,7.5184999999999995,1.4460246199611617,306.806,0.0
2004-04-10 12:00:00,4.71729,90.33775,0.0,3.1452,121.91900000000001,7.6995000000000005,373.023,470.4865,46.75,7.355,1.3488382063519992,470.4865,0.0
2004-04-10 13:00:00,4.73299,132.89,0.0,3.2842599999999997,237.9865,8.595500000000001,371.83,556.042,42.025,6.231999999999999,1.788270541295855,556.042,0.0
2004-04-10 14:00:00,5.08078,139.74900000000002,0.0,3.4350199999999997,238.862,9.57,371.661,615.2785,38.825,5.8195,1.718721287178877,615.2785,0.0
2004-04-10 15:00:00,4.554925,118.914,0.0,3.566625,208.428,10.374,371.8405,565.0699999999999,38.1,5.3855,1.7603502201265666,565.0699999999999,0.0
2004-04-10 16:00:00,3.207815,106.0711,0.0,3.5778999999999996,145.3225,10.2095,371.65,346.80600000000004,39.825,5.433,1.3549326463301767,346.80600000000004,0.0
2004-04-11 09:00:00,3.04773,92.28235,0.0,3.33577,176.80700000000002,4.785,375.884,568.1945000000001,46.45,1.807,1.9117102854460417,568.1945000000001,0.0
2004-04-11 10:00:00,2.7437449999999997,112.336,0.0,3.5436199999999998,239.0045,6.0375,375.411,710.9725000000001,36.45,0.964,2.1301920865508928,710.9725000000001,0.0
2004-04-11 11:00:00,3.542155,146.1735,0.0,3.809635,315.361,7.661,375.0335,797.2925,32.45,1.367,2.149539231139142,797.2925,0.0
2004-04-11 12:00:00,3.435745,154.0495,0.0,4.020515,401.2405,8.886,374.10400000000004,845.2090000000001,28.175,1.446,2.6101062382175186,845.2090000000001,0.0
2004-04-11 13:00:00,4.792104999999999,164.2095,0.0,4.29204,389.152,10.496500000000001,373.16650000000004,831.1115,24.975,1.0205,2.382128763237262,831.1115,0.0
2004-04-11 14:00:00,3.89206,153.33100000000002,0.0,4.470475,307.484,11.4665,372.24850000000004,750.348,24.075,2.3045,1.9813269550875838,750.348,0.0
2004-04-11 15:00:00,4.546425,115.9395,0.0,4.602815,323.8595,12.119,371.30899999999997,624.6534999999999,22.65,0.7709999999999999,2.852992581077463,624.6534999999999,0.0
2004-04-11 16:00:00,2.2085850000000002,108.2915,0.0,4.717515,245.9575,12.647,370.341,427.08349999999996,23.325,1.4605000000000001,2.2611050994736916,427.08349999999996,0.0
2004-04-12 09:00:00,5.288805,59.8828,0.0,3.4817,153.05849999999998,5.9825,380.985,272.5005,56.724999999999994,3.2165,2.5594327719965997,272.5005,0.0
2004-04-12 10:00:00,2.850505,63.4111,0.0,4.19147,119.5245,11.3,376.43949999999995,301.25,50.825,2.739,1.9232054102029599,301.25,0.0
2004-04-12 11:00:00,3.665845,71.16845,0.0,3.79992,143.57750000000001,8.917,378.507,289.2365,45.675,1.8895,2.020488187877297,289.2365,0.0
2004-04-12 12:00:00,3.724965,62.6793,0.0,3.8403,140.55599999999998,9.583,376.544,350.278,39.575,2.138,2.2425020185826723,350.278,0.0
2004-04-12 13:00:00,1.9356149999999999,81.26665,0.0,3.84957,193.38850000000002,10.04,375.3645,354.5145,35.525000000000006,1.4875,2.3875102558858154,354.5145,0.0
2004-04-12 14:00:00,1.518535,78.83449999999999,0.0,3.8393949999999997,159.2365,10.366,374.7525,230.41,34.925,1.91,2.00880088151085,269.625,0.0
2004-04-13 09:00:00,2.21221,98.8098,0.0,3.585325,203.976,18.4105,366.577,483.8895,51.05,2.9699999999999998,2.0572866486487404,483.8895,0.0
2004-04-13 10:00:00,2.9640649999999997,126.576,0.0,3.602285,320.126,19.3365,367.854,665.9725000000001,41.175,3.33,2.5310317439387626,665.9725000000001,0.0
2004-04-13 11:00:00,2.83666,143.3585,0.0,3.63071,397.321,20.424,365.4315,813.0564999999999,36.95,3.888,2.7707585570433557,813.0564999999999,0.0
2004-04-13 12:00:00,2.98587,148.055,0.0,3.5384700000000002,413.6995,20.218,365.082,848.1949999999999,34.0,4.3485,2.794228495392889,848.1949999999999,0.0
2004-04-13 13:00:00,2.931915,146.8675,0.0,3.4645799999999998,400.776,20.2115,365.079,819.098,32.400000000000006,4.2165,2.729349083407696,819.098,0.0
2004-04-13 14:00:00,2.46783,136.6355,0.0,3.377135,335.0915,20.044,365.355,736.32,30.975,3.945,2.4507797322388516,736.32,0.0
2004-04-13 15:00:00,2.87864,125.6905,0.0,3.0911850000000003,275.346,17.533,366.9575,612.153,30.225,3.674,2.190921959812755,612.153,0.0
2004-04-13 16:00:00,1.38015,109.069,0.0,3.0883149999999997,178.48000000000002,18.319499999999998,367.506,449.098,30.325,3.491,1.6337933061665664,449.098,0.0
2004-04-14 09:00:00,1.4430105,96.96325,0.0,2.272285,242.4385,15.9725,367.3315,584.0975000000001,34.925,7.105,2.6213571137289424,584.0975000000001,0.0
2004-04-14 10:00:00,2.1038449999999997,112.9446,0.0,2.38463,335.307,17.8945,366.256,724.5840000000001,30.0,7.523,3.184057065195136,724.5840000000001,0.0
2004-04-14 13:00:00,3.0515299999999996,96.03715,0.0,2.5552349999999997,457.091,21.18,364.67650000000003,795.626,26.325,8.877500000000001,4.6253851460105775,795.626,0.0
2004-04-15 14:00:00,2.61016,117.598,0.0,2.415305,409.156,25.1605,357.39549999999997,739.5145,31.55,7.604,3.758874511478516,739.5145,0.0
2004-04-15 15:00:00,-3.051445,125.779,0.0,2.470445,348.072,26.505000000000003,357.2265,553.2645,28.700000000000003,5.734500000000001,2.7807308553002175,553.2645,0.0
2004-04-15 16:00:00,-2.72827,87.3261,0.0,2.48612,186.875,27.115000000000002,356.784,410.0005,26.299999999999997,5.2155000000000005,2.1586921701312605,410.0005,0.0
2004-04-16 09:00:00,1.0655299999999999,80.59545,0.21491749999999998,1.948665,233.663,21.942500000000003,360.4675,572.5005,61.224999999999994,7.9495000000000005,2.904994873645804,572.5005,0.0028089279490140125
2004-04-16 10:00:00,1.568555,110.416,0.10428399999999999,2.1067799999999997,310.6975,24.7085,358.738,712.0840000000001,52.725,7.697,2.8215939431268526,712.0840000000001,0.0009350933822281431
2004-04-16 11:00:00,2.150685,115.6745,0.04285865,2.2024850000000002,398.7445,26.343,358.514,804.306,46.275,7.728,3.4563072319497654,804.306,0.0003691991321432502
2004-04-16 12:00:00,2.7162249999999997,144.2905,0.01265022,2.304435,461.127,27.9465,358.543,843.7505,38.275000000000006,8.2385,3.198151562272114,843.7505,8.840543720831655e-05
2004-04-16 13:00:00,2.98101,143.59550000000002,0.003154935,2.429405,442.425,29.7435,358.3685,824.6535,32.275,8.785499999999999,3.0955597947755455,824.6535,2.2613505271875573e-05
2004-04-16 14:00:00,2.8737649999999997,122.2145,0.001076978,2.518215,374.2835,30.942,357.7395,743.8199999999999,28.0,8.9195,3.0597787989411156,743.8199999999999,8.751706472367848e-06
2004-04-16 15:00:00,2.63789,119.6311,0.000623649,2.57254,307.1925,31.634999999999998,356.3615,616.3895,26.4,9.1145,2.593780374455906,616.3895,5.346763170683959e-06
2004-04-16 16:00:00,2.041555,96.13285,0.0006555065,2.580765,239.5995,31.738500000000002,353.78999999999996,453.19500000000005,26.725,8.650500000000001,2.492517702522443,453.19500000000005,6.818594824696439e-06
2004-04-17 09:00:00,0.6723174999999999,71.60545,0.7227414999999999,1.684825,203.765,23.447499999999998,360.2305,571.806,62.225,8.1645,2.838600473316071,571.806,0.011092630737285438
2004-04-17 10:00:00,1.0309335,101.52635000000001,0.290081,1.9182299999999999,281.1145,25.9705,358.493,693.9590000000001,53.95,7.754,2.778888452420939,693.9590000000001,0.0029184024708751536
2004-04-17 11:00:00,1.251875,131.91500000000002,0.10507135,2.105455,387.642,27.8025,357.19,785.4865,48.25,8.032499999999999,2.9350678642859798,785.4865,0.0008024155713465435
2004-04-17 12:00:00,1.818235,152.8265,0.03353545,2.2960599999999998,432.127,29.497,355.1485,825.2785,42.875,8.280999999999999,2.8276021342287603,825.2785,0.00021981181191911662
2004-04-17 13:00:00,2.269375,158.29149999999998,0.0149802,2.454785,414.1465,30.805999999999997,353.5125,806.1115,40.75,8.7045,2.616213541417643,806.1115,9.458505746757763e-05
2004-04-17 14:00:00,2.3354150000000002,142.6805,0.010182090000000001,2.516995,386.4725,31.297,351.444,691.5285,39.224999999999994,10.4485,2.73469251874305,691.5285,7.171962100075404e-05
2004-04-17 15:00:00,1.75126,134.54649999999998,0.0117168,2.505055,310.8055,31.2175,351.312,511.11150000000004,39.85,10.693999999999999,2.35673331190959,511.11150000000004,8.997853327080148e-05
2004-04-17 16:00:00,1.59445,66.9901,0.044051400000000004,2.32526,161.426,29.879,351.2615,319.861,45.525,10.8895,2.425031475317298,319.861,0.0007025026554628775
2004-04-18 15:00:00,0.2197387,147.4035,1.3054000000000001,2.01516,71.6474,23.0315,356.9475,336.3195,69.025,11.0625,0.4984832829782205,336.3195,0.008904185461670287
2004-04-19 09:00:00,1.1406405,112.023,2.20329,2.442065,245.7505,21.573,364.994,591.3199999999999,65.725,2.9215,2.2166570288334677,591.3199999999999,0.0197109140757483
2004-04-19 10:00:00,1.6105200000000002,138.589,2.458,2.7751900000000003,332.196,23.113,362.662,732.0145,60.05,3.4675000000000002,2.4034922794420686,732.0145,0.01779365436939178
2004-04-19 11:00:00,1.70792,149.594,2.688255,2.73276,384.3115,22.7115,363.1205,817.0840000000001,54.925,4.0135000000000005,2.5690301473285913,817.0840000000001,0.017969336385054626
2004-04-19 12:00:00,1.597715,154.6275,2.8031699999999997,2.831805,393.30449999999996,23.005499999999998,363.275,845.9034999999999,51.525,4.5595,2.543484761216706,845.9034999999999,0.018128262165124125
2004-04-19 13:00:00,1.34808,169.0645,2.827775,2.73298,371.35,22.34,364.348,815.973,48.025000000000006,5.1055,2.1974054349462273,815.973,0.01673073242007065
2004-04-19 14:00:00,1.267195,152.80700000000002,2.757245,2.72994,320.85850000000005,22.144,363.9785,742.2225000000001,44.25,5.6515,2.1027924359845596,742.2225000000001,0.01809186770595461
2004-04-19 15:00:00,0.713144,121.85400000000001,2.45853,2.53526,225.96749999999997,20.982,367.265,576.181,41.5,6.1975,1.881567587617503,576.181,0.020278019259064195
2004-04-19 16:00:00,0.2501951,122.549,1.94141,2.275295,125.15,19.464,369.22,375.278,40.225,6.513,1.022833935569413,375.278,0.015970876367174692
2004-04-20 09:00:00,-0.1395635,191.50650000000002,2.810385,2.3797050000000004,169.951,18.762999999999998,370.414,533.4035,67.975,8.3895,0.8872287602138347,533.4035,0.01486827596969513
2004-04-20 10:00:00,-0.17097125000000002,230.4965,2.03533,2.6391400000000003,222.887,20.299,368.5335,351.181,69.725,8.810500000000001,0.9675083438051262,351.181,0.008796662905835164
2004-04-20 14:00:00,-0.695164,124.90915000000001,1.6816900000000001,1.9588,20.9589,15.6995,422.12,278.78499999999997,85.15,5.730499999999999,0.16614069813632135,278.78499999999997,0.01378354644056808
2004-04-20 15:00:00,-1.803269,234.5575,2.43978,2.292455,98.06185,18.0865,389.6785,437.91700000000003,73.975,5.1445,0.40419276797111553,437.91700000000003,0.010475704666008417
2004-04-20 16:00:00,-0.1462048,222.246,1.983905,2.66364,105.95095,20.619500000000002,363.34749999999997,339.5835,65.2,5.080500000000001,0.4645439704772692,339.5835,0.009211589340504766
2004-04-21 09:00:00,-0.31287355,136.787,2.30828,2.56023,136.4075,20.4765,369.24850000000004,404.931,66.775,3.6805,0.9923698016487943,404.931,0.016869803876999705
2004-04-21 10:00:00,-0.18182755,167.422,3.61913,2.627655,262.3655,21.2755,366.9345,675.7645,55.275000000000006,5.5955,1.5613837079397208,675.7645,0.021669363305947854
2004-04-21 11:00:00,0.4054165,203.6505,4.27884,2.7161999999999997,346.2495,22.36,365.2515,817.501,47.0,5.756500000000001,1.7020015011729543,817.501,0.021019174626304538
2004-04-21 12:00:00,-0.175167,235.1625,4.005075,2.563295,275.952,20.619500000000002,366.8485,753.1255,42.6,1.3940000000000001,1.2505999146831117,753.1255,0.01758618849185336
2004-04-21 13:00:00,-0.7579235,242.52050000000003,2.69611,2.45267,172.1175,19.3325,368.8535,480.6255,41.474999999999994,1.6,0.6964019253470946,480.6255,0.011175829566295519
2004-04-21 14:00:00,-1.7501250000000002,221.567,2.3278600000000003,2.46745,128.7695,19.546,367.8795,407.3615,42.375,2.5845000000000002,0.5849464556718788,407.3615,0.010599356554314224
2004-04-21 15:00:00,-1.3619615,161.21,1.5386099999999998,2.4794,92.96844999999999,19.737499999999997,367.8965,261.6665,42.025,3.9215,0.5683416010335882,261.6665,0.009564556572975377
2004-04-23 09:00:00,2.164965,124.969,1.663615,1.68096,86.8209,11.7725,379.709,289.236,72.4,7.2935,0.6938310153003715,289.236,0.013304002140635686
2004-04-23 10:00:00,2.64035,107.7919,1.089955,1.71505,57.8457,12.280000000000001,378.331,178.05599999999998,70.4,6.774,0.5315438036652957,209.445,0.010048868229334505
2004-04-23 13:00:00,1.806705,116.24135000000001,1.47683,1.705705,49.4089,12.5635,416.57050000000004,252.6735,79.17500000000001,6.761,0.382235281052816,305.0,0.01350830196435485
2004-04-23 14:00:00,0.892016,123.0325,1.347505,1.776915,44.976150000000004,13.3795,377.35450000000003,225.6255,73.175,7.6745,0.36619613567094217,252.084,0.01101394618812362
2004-04-24 13:00:00,-1.4692655000000001,83.3139,1.441005,1.813215,42.0017,15.951,414.252,197.0625,87.625,3.7105,0.5022605745143065,218.889,0.01734585500883365
2004-04-24 14:00:00,-0.97419,165.912,2.57958,2.14478,79.8343,18.6935,400.275,477.639,78.225,4.8235,0.6952420560297025,477.639,0.006933283909542408
2004-04-24 15:00:00,-1.88502,205.4825,2.7044750000000004,2.232975,112.2085,19.4805,371.892,508.05600000000004,69.30000000000001,7.5405,0.5775607480658387,508.05600000000004,0.013733776583430146
2004-04-24 16:00:00,-2.0921000000000003,224.495,2.119685,2.076465,101.21965,18.4095,368.6315,336.528,66.375,9.43,0.45180040654582476,336.528,0.009426350593019646
2004-04-25 09:00:00,-2.540105,163.35500000000002,3.15101,1.0557225,158.832,10.9015,376.736,592.9175,65.375,5.9085,0.983091369131175,592.9175,0.019799244368146767
2004-04-25 10:00:00,-1.917575,215.994,3.45792,1.2361399999999998,166.611,13.032,374.1,732.5005,57.9,5.930999999999999,0.7730796356188083,732.5005,0.016010670610748595
2004-04-25 11:00:00,-1.586175,275.5435,3.619155,1.3964050000000001,172.822,14.803,373.199,816.6675,50.75,4.087,0.6273087606104131,816.6675,0.013134536644995903
2004-04-25 12:00:00,-1.6250399999999998,338.363,3.611395,1.513755,212.7025,16.073999999999998,372.1625,807.5705,50.724999999999994,3.854,0.629341743133529,807.5705,0.010676485828515006
2004-04-25 13:00:00,-1.7324765,298.07849999999996,3.4923650000000004,1.58761,196.207,16.8995,370.60350000000005,736.181,51.075,5.233499999999999,0.6636882738804166,736.181,0.011925133954204045
2004-04-25 14:00:00,-2.5735900000000003,258.3155,3.21693,1.6164749999999999,135.26,17.299500000000002,369.8775,596.5285,50.175,5.131,0.5241387524014542,596.5285,0.012451425859263867
2004-04-25 15:00:00,-1.5497800000000002,225.2455,2.87766,1.63381,87.4496,17.594,370.13,455.695,47.125,5.3895,0.3857659338906918,455.695,0.012787461863244433
2004-04-25 16:00:00,-2.200935,213.4375,2.6798200000000003,1.669835,97.80845,18.058999999999997,371.54549999999995,384.028,41.474999999999994,5.4115,0.4572174798040689,384.028,0.012584074080924507
2004-04-26 09:00:00,-1.52938,170.548,3.473025,1.0637349999999999,91.54685,14.17,385.894,618.264,47.95,3.7380000000000004,0.5381182524795911,618.264,0.020385432355247757
2004-04-26 10:00:00,-1.2042264999999999,213.8265,3.706055,1.17082,107.71520000000001,15.5855,381.257,757.1535,37.075,3.385,0.49513456110186627,757.1535,0.017624933359183012
2004-04-26 11:00:00,-2.95587,231.8225,3.8416050000000004,1.26178,185.183,16.754,378.3835,853.612,28.025,3.979,0.7814740889536462,853.612,0.016814014741045154
